pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
K2-30 b,K2-30,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=JOHNSON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..171J/abstract target=ref>Johnson et al. 2016</a>,4.098503,1.1e-05,-1.1e-05,0.0,0.04839,0.00076,-0.00076,0.0,11.646151,0.56045,-0.571659,0.0,1.039,0.05,-0.051,0.0,184.02357,8.89924,-8.58141,0.0,0.579,0.028,-0.027,0.0,Mass,0.0,,,0.0,,,,,1092.0,19.0,-20.0,0.0,0.0,<a refstr=JOHNSON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..171J/abstract target=ref>Johnson et al. 2016</a>,G6 V,5425.0,40.0,-40.0,0.0,0.844,0.032,-0.032,0.0,0.9,0.043,-0.042,0.0,-0.15,0.05,-0.05,0.0,[Fe/H],4.54,0.029,-0.027,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h29m22.09s,52.3420548,+22d17m57.66s,22.2993491,333.042,3.021,-2.968,13.547,0.092,-0.092,11.088,0.02,-0.02,13.2056,0.000398,-0.000398,2016-04-13,2016-06,2016-04-14
K2-31 b,K2-31,0,2,1,Transit,2016,K2,Published Confirmed,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,1.25784906,9.8e-07,-9.8e-07,0.0,,,,,46.0,8.0,-8.0,0.0,4.10385219,0.71371342,-0.71371342,0.0,551.0,16.0,-17.0,0.0,1.73363988,0.05034163,-0.05348798,0.0,Mass,,,,,1930.0,220.0,-210.0,0.0,1688.0,47.0,-47.0,0.0,0.0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,5340.0,100.0,-100.0,0.0,1.138,0.044,-0.044,0.0,0.92,0.04,-0.04,0.0,0.18,0.046,-0.046,0.0,[Fe/H],4.45,0.083,-0.083,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h21m45.73s,245.4405531,-23d32m53.78s,-23.548273,110.527,0.72,-0.712,10.802,0.01,-0.01,8.866,0.019,-0.019,10.5371,0.000371,-0.000371,2025-09-17,2025-06,2025-09-17
K2-32 b,K2-32,1,2,4,Transit,2016,K2,Published Confirmed,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,8.992,8e-05,-8e-05,0.0,0.0795,0.00066,-0.00062,0.0,5.299,0.191,-0.191,0.0,0.47274593,0.01703991,-0.01703991,0.0,15.0,1.8,-1.7,0.0,0.04719528,0.00566343,-0.0053488,0.0,Mass,0.03,0.032,-0.021,0.0,,,,,837.0,13.0,-14.0,0.0,0.0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,,5271.0,39.0,-35.0,0.0,0.86,0.02,-0.02,0.0,0.83,0.02,-0.02,0.0,-0.06,0.03,-0.03,0.0,[Fe/H],4.49,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,12.0036,0.000259,-0.000259,2021-05-17,2020-08,2021-05-17
K2-32 c,K2-32,1,2,4,Transit,2016,K2,Published Confirmed,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,20.66093,0.0008,-0.00079,0.0,0.13843,0.00115,-0.00108,0.0,3.134,0.123,-0.102,0.0,0.27959723,0.01097334,-0.00909985,0.0,8.1,2.4,-2.4,0.0,0.02548545,0.00755124,-0.00755124,0.0,Mass,0.049,0.046,-0.035,0.0,,,,,634.0,9.0,-11.0,0.0,0.0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,,5271.0,39.0,-35.0,0.0,0.86,0.02,-0.02,0.0,0.83,0.02,-0.02,0.0,-0.06,0.03,-0.03,0.0,[Fe/H],4.49,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,12.0036,0.000259,-0.000259,2021-05-17,2020-08,2021-05-17
K2-32 d,K2-32,1,2,4,Transit,2016,K2,Published Confirmed,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,31.71701,0.00101,-0.00096,0.0,0.18422,0.00152,-0.00144,0.0,3.484,0.112,-0.129,0.0,0.3108222,0.00999199,-0.01150863,0.0,6.7,2.5,-2.5,0.0,0.02108056,0.00786588,-0.00786588,0.0,Mass,0.05,0.053,-0.035,0.0,,,,,550.0,8.0,-9.0,0.0,0.0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,,5271.0,39.0,-35.0,0.0,0.86,0.02,-0.02,0.0,0.83,0.02,-0.02,0.0,-0.06,0.03,-0.03,0.0,[Fe/H],4.49,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,12.0036,0.000259,-0.000259,2021-05-17,2020-08,2021-05-17
K2-32 e,K2-32,1,2,4,Transit,2019,K2,Published Confirmed,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,4.34934,0.00039,-0.00039,0.0,0.04899,0.00041,-0.00038,0.0,1.212,0.052,-0.046,0.0,0.10812758,0.00463914,-0.00410385,0.0,2.1,1.3,-1.1,0.0,0.00660734,0.00409026,-0.00346099,0.0,Mass,0.043,0.048,-0.03,0.0,,,,,1066.0,16.0,-18.0,0.0,0.0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,,5271.0,39.0,-35.0,0.0,0.86,0.02,-0.02,0.0,0.83,0.02,-0.02,0.0,-0.06,0.03,-0.03,0.0,[Fe/H],4.49,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,12.0036,0.000259,-0.000259,2021-05-17,2020-08,2021-05-17
K2-329 b,K2-329,1,1,1,Transit,2020,K2,Published Confirmed,0,<a refstr=SHA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...82S/abstract target=ref>Sha et al. 2021</a>,12.4551225,3.1e-06,-3.1e-06,0.0,0.1016,0.0018,-0.0019,0.0,8.675766,0.291434,-0.269016,0.0,0.774,0.026,-0.024,0.0,82.6358,6.3566,-6.99226,0.0,0.26,0.02,-0.022,0.0,Mass,0.0697,0.041,-0.04,0.0,45.7,2.2,-1.6,0.0,650.0,53.0,-70.0,0.0,0.0,<a refstr=SHA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...82S/abstract target=ref>Sha et al. 2021</a>,,5282.0,40.0,-39.0,0.0,0.822,0.026,-0.024,0.0,0.901,0.048,-0.049,0.0,0.098,0.065,-0.07,0.0,[Fe/H],4.566,0.013,-0.021,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h24m32.49s,351.1353785,-05d09m50.92s,-5.1641451,233.237,2.293,-2.249,12.697,0.08,-0.08,10.668,0.023,-0.023,12.4462,0.000349,-0.000349,2020-11-13,2021-02,2020-11-19
K2-33 b,K2-33,0,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=DAVID_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.534..658D/abstract target=ref>David et al. 2016</a>,5.42513,0.00028,-0.00029,0.0,0.0409,0.0021,-0.0023,0.0,5.76,0.62,-0.58,0.0,0.51387278,0.0553127,-0.05174413,0.0,1144.188,,,1.0,3.6,,,1.0,Mass,0.0,,,0.0,,,,,850.0,50.0,-50.0,0.0,0.0,<a refstr=DAVID_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.534..658D/abstract target=ref>David et al. 2016</a>,M3,3410.0,75.0,-75.0,0.0,1.1,0.1,-0.1,0.0,0.31,0.05,-0.05,0.0,,,,,,3.84,0.16,-0.16,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m14.73s,242.5613635,-19d19m09.78s,-19.3193831,139.268,1.532,-1.499,15.838,0.126,-0.126,10.026,0.019,-0.019,14.157,0.0009,-0.0009,2016-07-06,2016-06,2016-06-23
K2-34 b,K2-34,0,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.99561,1.7e-05,-1.7e-05,0.0,,,,,11.99363,2.46598,-2.46598,0.0,1.07,0.22,-0.22,0.0,352.7913,149.3801,-149.3801,0.0,1.11,0.47,-0.47,0.0,Mass,0.0,,,0.0,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6132.0,47.0,-47.0,0.0,1.22,0.25,-0.25,0.0,0.64,0.41,-0.41,0.0,0.24,,,0.0,[Fe/H],4.17,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h30m18.89s,127.5787231,+22d14m09.31s,22.2359194,348.646,6.323,-6.106,11.447,0.017,-0.017,10.193,0.017,-0.017,11.4357,0.00091,-0.00091,2018-10-24,2017-03,2018-04-26
K2-36 b,K2-36,0,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=DAMASSO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..38D/abstract target=ref>Damasso et al. 2019</a>,1.422614,3.8e-05,-3.8e-05,0.0,0.0223,0.0004,-0.0004,0.0,1.43,0.08,-0.08,0.0,0.12757605,0.00713712,-0.00713712,0.0,3.9,1.1,-1.1,0.0,0.01227071,0.00346097,-0.00346097,0.0,Mass,0.0,,,0.0,529.0,23.0,-23.0,0.0,1224.0,13.0,-13.0,0.0,0.0,<a refstr=DAMASSO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..38D/abstract target=ref>Damasso et al. 2019</a>,,4916.0,35.0,-37.0,0.0,0.718,0.008,-0.006,0.0,0.79,0.01,-0.01,0.0,-0.09,0.06,-0.04,0.0,[Fe/H],4.621,0.005,-0.004,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h17m47.76s,169.4490102,+03d51m59.41s,3.8665038,109.749,0.615,-0.609,11.726,0.037,-0.037,9.454001,0.025,-0.025,11.527,0.000904,-0.000904,2019-08-09,2019-04,2019-08-15
K2-36 c,K2-36,0,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=DAMASSO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..38D/abstract target=ref>Damasso et al. 2019</a>,5.340888,8.6e-05,-8.6e-05,0.0,0.054,0.001,-0.001,0.0,3.2,0.3,-0.3,0.0,0.28548488,0.02676421,-0.02676421,0.0,7.8,2.3,-2.3,0.0,0.02454142,0.00723657,-0.00723657,0.0,Mass,0.0,,,0.0,90.0,4.0,-4.0,0.0,788.0,9.0,-9.0,0.0,0.0,<a refstr=DAMASSO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..38D/abstract target=ref>Damasso et al. 2019</a>,,4916.0,35.0,-37.0,0.0,0.718,0.008,-0.006,0.0,0.79,0.01,-0.01,0.0,-0.09,0.06,-0.04,0.0,[Fe/H],4.621,0.005,-0.004,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h17m47.76s,169.4490102,+03d51m59.41s,3.8665038,109.749,0.615,-0.609,11.726,0.037,-0.037,9.454001,0.025,-0.025,11.527,0.000904,-0.000904,2019-08-09,2019-04,2019-08-15
K2-37 d,K2-37,1,1,3,Transit,2016,K2,Published Confirmed,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,14.09229,0.00055,-0.00055,0.0,,,,,2.31,0.21,-0.07,0.0,0.20608475,0.01873498,-0.00624499,0.0,12.5,6.2,-6.1,0.0,0.0393294,0.01950738,-0.01919275,0.0,Mass,,,,,41.3,4.9,-4.5,0.0,646.0,18.0,-18.0,0.0,0.0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,5352.0,100.0,-100.0,0.0,0.809,0.032,-0.032,0.0,0.84,0.03,-0.03,0.0,-0.08,0.046,-0.046,0.0,[Fe/H],4.53,0.083,-0.083,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h13m48.23s,243.4509662,-24d47m13.39s,-24.7870527,179.943,1.603,-1.575,12.573,0.046,-0.046,10.142,0.021,-0.021,12.2573,0.00015,-0.00015,2025-09-17,2025-06,2025-09-17
K2-38 b,K2-38,0,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,4.01668,0.00032,-0.00032,0.0,,,,,1.55,0.11,-0.05,0.0,0.13828198,0.00981356,-0.00446071,0.0,6.0,2.0,-2.0,0.0,0.01887811,0.0062927,-0.0062927,0.0,Mass,,,,,500.0,100.0,-100.0,0.0,1189.0,67.0,-69.0,0.0,0.0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,5679.0,100.0,-100.0,0.0,0.924,0.036,-0.036,0.0,1.04,0.05,-0.05,0.0,0.23,0.046,-0.046,0.0,[Fe/H],4.32,0.083,-0.083,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h00m07.99s,240.0333095,-23d11m21.91s,-23.1894196,192.69,2.669,-2.597,11.344,0.023,-0.023,9.47,0.021,-0.021,11.184,0.001015,-0.001015,2025-09-17,2025-06,2025-09-17
K2-38 c,K2-38,0,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,10.56103,0.0009,-0.0009,0.0,0.0959,0.0022,-0.0022,0.0,2.49,0.22,-0.22,0.0,0.2221433,0.01962712,-0.01962712,0.0,7.4,1.4,-1.3,0.0,0.023283,0.00440489,-0.00409026,0.0,Mass,0.086,,,1.0,135.3,9.5,-9.5,0.0,949.0,16.0,-16.0,0.0,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5705.0,66.0,-66.0,0.0,1.141,0.012,-0.012,0.0,1.054,0.07,-0.063,0.0,0.235,0.07,-0.07,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h00m07.99s,240.0333095,-23d11m21.91s,-23.1894196,192.69,2.669,-2.597,11.344,0.023,-0.023,9.47,0.021,-0.021,11.184,0.001015,-0.001015,2023-04-17,2023-04,2023-04-17
K2-39 b,K2-39,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,4.60543,0.00046,-0.00046,0.0,,,,,6.27704,1.68135,-1.68135,0.0,0.56,0.15,-0.15,0.0,28.6047,15.8915,-15.8915,0.0,0.09,0.05,-0.05,0.0,Mass,0.0,,,0.0,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4881.0,20.0,-20.0,0.0,2.97,0.77,-0.77,0.0,0.66,0.56,-0.56,0.0,0.32,,,0.0,[Fe/H],3.44,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h33m28.37s,338.3682095,-09d01m22.59s,-9.0229405,307.47,4.656,-4.656,10.831,0.025,-0.025,8.516,0.024,-0.024,10.5959,0.000521,-0.000521,2018-04-25,2017-03,2018-04-26
K2-415 b,K2-415,1,1,1,Transit,2023,K2,Published Confirmed,0,<a refstr=HIRANO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230200699H/abstract target=ref>Hirano et al. 2023</a>,4.0179694,2.7e-06,-2.7e-06,0.0,0.027,0.00023,-0.00023,0.0,1.015,0.051,-0.0051,0.0,0.09055239,0.00454992,-0.00045499,0.0,7.5,,,1.0,0.02359764,,,1.0,Mass,,,,,4.82,0.45,-0.42,0.0,412.4,9.3,-9.3,0.0,0.0,<a refstr=HIRANO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230200699H/abstract target=ref>Hirano et al. 2023</a>,M5 V,3173.0,53.0,-53.0,0.0,0.1965,0.0058,-0.0058,0.0,0.1635,0.0041,-0.0041,0.0,-0.13,0.18,-0.18,0.0,[Fe/H],5.066,0.027,-0.027,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h08m48.37s,137.2015437,+11d51m44.10s,11.8622503,21.8182,0.0307,-0.0307,15.33,0.027,-0.027,9.899,0.023,-0.023,13.7957,0.000374,-0.000374,2023-03-28,2023-03,2023-03-28
K2-416 b,K2-416,1,1,1,Transit,2023,K2,Published Confirmed,0,<a refstr=INCHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523..474I/abstract target=ref>Incha et al. 2023</a>,13.102,0.0026,-0.0024,0.0,0.088,0.01,-0.021,0.0,2.66,0.19,-0.14,0.0,0.23730971,0.01695069,-0.01248998,0.0,1652.7077164,,,1.0,5.2,,,1.0,Mass,,,,,,,,,447.0,49.0,-49.0,0.0,0.0,<a refstr=INCHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523..474I/abstract target=ref>Incha et al. 2023</a>,M V,3746.0,72.0,-72.0,0.0,0.554,0.017,-0.017,0.0,0.548,0.012,-0.012,0.0,,,,,,4.691,0.038,-0.038,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h16m53.08s,349.2211822,-05d12m05.41s,-5.2015032,120.311,0.605,-0.599,14.794,0.033,-0.033,10.734,0.021,-0.021,13.9468,0.000528,-0.000528,2023-07-10,2023-07,2023-07-10
K2-417 b,K2-417,1,1,1,Transit,2023,K2,Published Confirmed,0,<a refstr=INCHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523..474I/abstract target=ref>Incha et al. 2023</a>,6.535,0.0014,-0.0014,0.0,0.063,0.006,-0.014,0.0,3.31,0.14,-0.12,0.0,0.29529893,0.01248998,-0.0107057,0.0,699.2224954,,,1.0,2.2,,,1.0,Mass,,,,,,,,,558.0,55.0,-55.0,0.0,0.0,<a refstr=INCHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523..474I/abstract target=ref>Incha et al. 2023</a>,M V,3861.0,77.0,-77.0,0.0,0.5776,0.004,-0.004,0.0,0.569,0.012,-0.012,0.0,,,,,,4.67,0.014,-0.014,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h20m34.02s,350.1417675,-10d02m11.72s,-10.0365901,94.0424,0.3023,-0.3003,13.909,0.077,-0.077,10.06,0.019,-0.019,13.1533,0.00059,-0.00059,2023-07-10,2023-07,2023-07-10
K2-419 A b,K2-419 A,1,2,1,Transit,2024,K2,Published Confirmed,0,<a refstr=KANODIA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240814694K/abstract target=ref>Kanodia et al. 2024</a>,20.35847252,6.14e-06,-5.75e-06,0.0,0.1208,0.0016,-0.0017,0.0,10.55,0.39,-0.39,0.0,0.941,0.034,-0.034,0.0,196.0,15.0,-15.0,0.0,0.617,0.047,-0.047,0.0,Mass,0.042,0.045,-0.029,0.0,3.3,0.4,-0.4,0.0,377.0,11.0,-11.0,0.0,0.0,<a refstr=KANODIA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240814694K/abstract target=ref>Kanodia et al. 2024</a>,,3711.0,88.0,-88.0,0.0,0.541,0.017,-0.017,0.0,0.562,0.024,-0.024,0.0,-0.11,0.12,-0.12,0.0,[Fe/H],4.74,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h00m04.68s,135.0194934,+13d16m25.34s,13.2737056,268.685,3.6615,-3.6615,16.52,0.2,-0.2,12.555,0.024,-0.024,15.7336,0.000486,-0.000486,2024-09-03,2024-08,2024-09-03
K2-55 b,K2-55,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,2.849271,2.9e-05,-2.9e-05,0.0,,,,,4.43,0.29,-0.32,0.0,0.39521881,0.02587211,-0.02854854,0.0,44.0,5.3,-5.3,0.0,0.13843948,0.01667566,-0.01667566,0.0,Mass,,,,,141.3,28.8,-23.5,0.0,900.0,,,0.0,0.0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,4300.0,107.0,-100.0,0.0,0.715,0.043,-0.04,0.0,0.688,0.069,-0.069,0.0,0.376,0.095,-0.095,0.0,[Fe/H],4.566,0.036,-0.036,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h15m00.45s,333.7518786,-17d15m02.88s,-17.2508002,159.522,0.73,-0.725,13.519,0.092,-0.092,10.471,0.025,-0.025,13.0624,0.000386,-0.000386,2025-09-17,2025-06,2025-09-17
K2-60 b,K2-60,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=EIGM_UUML_LLER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..130E/abstract target=ref>Eigm&uuml;ller et al. 2017</a>,3.00265,4e-05,-4e-05,0.0,0.045,0.003,-0.003,0.0,7.655747,0.414733,-0.414733,0.0,0.683,0.037,-0.037,0.0,135.39558,11.75971,-11.75971,0.0,0.426,0.037,-0.037,0.0,Mass,0.0,,,0.0,,,,,1400.0,50.0,-50.0,0.0,0.0,<a refstr=EIGM_UUML_LLER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..130E/abstract target=ref>Eigm&uuml;ller et al. 2017</a>,G4 V,5500.0,100.0,-100.0,0.0,1.12,0.05,-0.05,0.0,0.97,0.07,-0.07,0.0,0.01,0.11,-0.11,0.0,[Fe/H],4.07,0.11,-0.11,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h34m25.50s,338.6062312,-13d43m54.50s,-13.7318044,491.87,11.47,-10.969,12.857,0.057,-0.057,10.993,0.021,-0.021,12.6108,0.000314,-0.000314,2017-01-31,2017-03,2017-02-02
