pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TIC 241249530 b,TIC 241249530,1,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GUPTA_ET_AL__2024 href=https://www.nature.com/articles/s41586-024-07688-3 target=ref>Gupta et al. 2024</a>,165.7719,0.00027,-0.00028,0.0,0.641,0.01,-0.012,0.0,13.29385111,0.41473229,-0.44835923,0.0,1.186,0.037,-0.04,0.0,1582.78546686,50.85254512,-57.20911326,0.0,4.98,0.16,-0.18,0.0,Mass,0.9412,0.0009,-0.0009,0.0,,,,,,,,,0.0,<a refstr=GUPTA_ET_AL__2024 href=https://www.nature.com/articles/s41586-024-07688-3 target=ref>Gupta et al. 2024</a>,,6166.0,43.0,-43.0,0.0,1.397,0.025,-0.028,0.0,1.271,0.061,-0.068,0.0,0.09,0.03,-0.03,0.0,[Fe/H],4.23,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h21m14.14s,95.3088995,+53d17m42.07s,53.2950203,324.448,3.696,-3.615,11.908,0.029,-0.029,10.192,0.021,-0.021,11.565,0.000343,-0.000343,2024-07-22,2024-07,2024-07-22
TIC 257060897 b,TIC 257060897,0,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MONTALTO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.2908M/abstract target=ref>Montalto et al. 2022</a>,3.660028,6e-06,-6e-06,0.0,0.051,0.002,-0.002,0.0,16.70138124,0.44835923,-0.44835923,0.0,1.49,0.04,-0.04,0.0,212.94503269,9.53485221,-9.53485221,0.0,0.67,0.03,-0.03,0.0,Mass,0.03,0.02,-0.02,0.0,,,,,1762.0,21.0,-21.0,0.0,0.0,<a refstr=MONTALTO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.2908M/abstract target=ref>Montalto et al. 2022</a>,,,,,,1.82,0.05,-0.05,0.0,1.32,0.04,-0.04,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h10m07.72s,227.5321527,+72d42m37.13s,72.7103128,505.703,5.126,-5.025,11.814,0.02,-0.02,10.387,0.017,-0.017,11.6659,0.000163,-0.000163,2021-10-04,2022-01,2021-10-04
TIC 279401253 b,TIC 279401253,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BOZHILOV_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230210838B/abstract target=ref>Bozhilov et al. 2023</a>,76.8,0.06,-0.06,0.0,0.369,0.003,-0.003,0.0,11.2089807,0.44835923,-0.44835923,0.0,1.0,0.04,-0.04,0.0,1951.46641898,123.95307873,-133.48793094,0.0,6.14,0.39,-0.42,0.0,Mass,0.448,0.029,-0.028,0.0,,,,,,,,,0.0,<a refstr=BOZHILOV_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230210838B/abstract target=ref>Bozhilov et al. 2023</a>,,5951.0,80.0,-80.0,0.0,1.06,0.01,-0.01,0.0,1.13,0.02,-0.03,0.0,0.2,0.05,-0.05,0.0,[Fe/H],4.438,0.015,-0.015,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h50m37.73s,57.6572277,-15d01m34.41s,-15.0262251,285.584,2.79,-2.738,11.938,0.037,-0.037,10.345,0.019,-0.019,11.6965,0.00042,-0.00042,2023-03-15,2023-02,2023-03-15
TIC 279401253 c,TIC 279401253,1,1,2,Transit,2023,Multiple Observatories,Published Confirmed,0,<a refstr=BOZHILOV_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230210838B/abstract target=ref>Bozhilov et al. 2023</a>,155.3,0.7,-0.7,0.0,0.591,0.005,-0.006,0.0,,,,,,,,,2548.98382414,57.20911326,-57.20911326,0.0,8.02,0.18,-0.18,0.0,Msini,0.254,0.042,-0.036,0.0,,,,,,,,,0.0,<a refstr=BOZHILOV_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230210838B/abstract target=ref>Bozhilov et al. 2023</a>,,5951.0,80.0,-80.0,0.0,1.06,0.01,-0.01,0.0,1.13,0.02,-0.03,0.0,0.2,0.05,-0.05,0.0,[Fe/H],4.438,0.015,-0.015,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h50m37.73s,57.6572277,-15d01m34.41s,-15.0262251,285.584,2.79,-2.738,11.938,0.037,-0.037,10.345,0.019,-0.019,11.6965,0.00042,-0.00042,2023-03-15,2023-02,2023-03-15
TIC 365102760 b,TIC 365102760,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GRUNBLATT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168....1G/abstract target=ref>Grunblatt et al. 2024</a>,4.21285367,7.4e-07,-7.4e-07,0.0,0.0622,0.0049,-0.0049,0.0,6.21,0.76,-0.76,0.0,0.55402005,0.06780278,-0.06780278,0.0,19.2,4.2,-4.2,0.0,0.06040996,0.01321468,-0.01321468,0.0,Mass,0.406,,,1.0,,,,,,,,,0.0,<a refstr=GRUNBLATT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168....1G/abstract target=ref>Grunblatt et al. 2024</a>,,4900.0,90.0,-90.0,0.0,3.13,0.12,-0.12,0.0,1.17,0.12,-0.12,0.0,0.09,0.14,-0.14,0.0,[Fe/H],3.52,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h23m21.56s,305.8398236,+54d23m39.55s,54.3943194,555.546,7.699,-7.494,12.154,0.034,-0.034,9.788,0.02,-0.02,11.9772,0.000154,-0.000154,2025-01-22,2024-07,2025-01-22
TIC 393818343 b,TIC 393818343,1,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SGRO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240515021S/abstract target=ref>Sgro et al. 2024</a>,16.24921,0.0001,-0.00011,0.0,0.1291,0.0021,-0.0022,0.0,12.18416202,0.25780656,-0.23538859,0.0,1.087,0.023,-0.021,0.0,1379.37528638,47.67426105,-47.67426105,0.0,4.34,0.15,-0.15,0.0,Mass,0.6058,0.0023,-0.0023,0.0,2.28,2.42,-2.28,0.0,805.5,9.6,-9.4,0.0,0.0,<a refstr=SGRO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240515021S/abstract target=ref>Sgro et al. 2024</a>,,5756.0,67.0,-66.0,0.0,1.086,0.02,-0.02,0.0,1.082,0.055,-0.056,0.0,0.318,0.058,-0.058,0.0,[Fe/H],4.402,0.013,-0.018,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h41m10.01s,310.2917002,+03d38m17.87s,3.6382967,93.7345,0.3527,-0.35,9.48,0.004,-0.004,8.052,0.033,-0.033,9.429071,0.000196,-0.000196,2024-06-09,2024-05,2024-06-09
TIC 434398831 b,TIC 434398831,1,1,2,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=VACH_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.tmp..728V/abstract target=ref>Vach et al. 2025</a>,3.685504,1.2e-05,-1.1e-05,0.0,0.04641,0.00017,-0.00017,0.0,3.51,0.22,-0.21,0.0,0.31314176,0.01962712,-0.01873498,0.0,,,,,,,,,,0.04,0.088,-0.034,0.0,,,,,1250.0,11.0,-11.0,0.0,0.0,<a refstr=VACH_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.tmp..728V/abstract target=ref>Vach et al. 2025</a>,G4 V,5638.0,50.0,-50.0,0.0,0.909,0.048,-0.048,0.0,0.992,0.014,-0.018,0.0,-0.081,0.08,-0.08,0.0,[m/H],4.42,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h15m50.22s,93.9592639,+16d01m25.85s,16.0238459,217.011,2.19,-2.146,11.682,0.027,-0.027,10.138,0.017,-0.017,11.7893,0.003847,-0.003847,2025-06-02,2025-06,2025-06-02
TIC 434398831 c,TIC 434398831,1,1,2,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=VACH_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.tmp..728V/abstract target=ref>Vach et al. 2025</a>,6.210291,1.3e-05,-2e-05,0.0,0.06572,0.00024,-0.00024,0.0,5.63,0.29,-0.28,0.0,0.50227582,0.02587211,-0.02497997,0.0,,,,,,,,,,0.013,0.025,-0.01,0.0,,,,,1050.0,10.0,-10.0,0.0,0.0,<a refstr=VACH_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.tmp..728V/abstract target=ref>Vach et al. 2025</a>,G4 V,5638.0,50.0,-50.0,0.0,0.909,0.048,-0.048,0.0,0.992,0.014,-0.018,0.0,-0.081,0.08,-0.08,0.0,[m/H],4.42,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h15m50.22s,93.9592639,+16d01m25.85s,16.0238459,217.011,2.19,-2.146,11.682,0.027,-0.027,10.138,0.017,-0.017,11.7893,0.003847,-0.003847,2025-06-02,2025-06,2025-06-02
TIC 46432937 b,TIC 46432937,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240707187H/abstract target=ref>Hartman et al. 2024</a>,1.44044527,8.7e-08,-8.7e-08,0.0,0.02065,0.00035,-0.00035,0.0,13.31626907,0.33626942,-0.33626942,0.0,1.188,0.03,-0.03,0.0,1017.0509024,34.96112477,-34.96112477,0.0,3.2,0.11,-0.11,0.0,Mass,0.009,,,1.0,,,,,872.0,14.0,-14.0,0.0,0.0,<a refstr=HARTMAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240707187H/abstract target=ref>Hartman et al. 2024</a>,,3572.0,57.0,-57.0,0.0,0.5299,0.0091,-0.0091,0.0,0.563,0.029,-0.029,0.0,0.323,0.081,-0.081,0.0,[Fe/H],4.74,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h35m28.56s,83.8689794,-14d35m49.89s,-14.5971909,90.5369,0.208,-0.207,14.268,0.137,-0.137,10.195,0.02,-0.02,13.433,0.00038,-0.00038,2024-07-22,2024-07,2024-07-22
TIC 4672985 b,TIC 4672985,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=JONES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...683A.192J/abstract target=ref>Jones et al. 2024</a>,69.048,0.0004,-0.0005,0.0,0.33,0.019,-0.019,0.0,11.5004142,0.75100171,-0.72858375,0.0,1.026,0.067,-0.065,0.0,4049.13390518,321.00669107,-321.00669107,0.0,12.74,1.01,-1.01,0.0,Mass,0.018,0.004,-0.004,0.0,,,,,517.2,11.3,-11.2,0.0,0.0,<a refstr=JONES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...683A.192J/abstract target=ref>Jones et al. 2024</a>,,5757.0,72.0,-65.0,0.0,1.15,0.01,-0.01,0.0,1.01,0.03,-0.03,0.0,0.14,0.05,-0.05,0.0,[Fe/H],4.32,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h33m52.96s,38.4706782,-10d39m26.58s,-10.6573827,253.385,2.214,-2.176,11.501,0.03,-0.03,9.97,0.023,-0.023,11.4442,0.000341,-0.000341,2024-08-29,2024-03,2024-08-29
TIC 88785435 b,TIC 88785435,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=VACH_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250200576V/abstract target=ref>Vach et al. 2025</a>,10.508843,3.7e-05,-3.4e-05,0.0,0.08432,0.00068,-0.00068,0.0,5.03,0.21,-0.2,0.0,0.44874732,0.01873498,-0.01784284,0.0,,,,,,,,,,0.131,0.06,-0.064,0.0,,,,,635.0,16.0,-16.0,0.0,0.0,<a refstr=VACH_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250200576V/abstract target=ref>Vach et al. 2025</a>,K7 V,3998.0,95.0,-95.0,0.0,0.911,0.038,-0.038,0.0,0.724,0.017,-0.017,0.0,-0.08,0.11,-0.11,0.0,[m/H],4.19,0.37,-0.37,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h57m08.13s,224.2838576,-30d52m48.10s,-30.8800273,122.386,0.665,-0.659,13.259,0.114,-0.114,9.546,0.021,-0.021,12.6115,0.001962,-0.001962,2025-07-17,2025-02,2025-07-17
TOI-1052 b,TOI-1052,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ARMSTRONG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.2090A/abstract target=ref>Armstrong et al. 2023</a>,9.139703,0.00019,-0.000197,0.0,0.09103,0.00062,-0.00063,0.0,2.87,0.29,-0.24,0.0,0.25604469,0.02587211,-0.0214114,0.0,16.9,1.7,-1.7,0.0,0.05317335,0.0053488,-0.0053488,0.0,Mass,0.18,0.09,-0.071,0.0,246.0,13.0,-13.0,0.0,1135.0,,,0.0,0.0,<a refstr=ARMSTRONG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.2090A/abstract target=ref>Armstrong et al. 2023</a>,,6146.0,62.0,-62.0,0.0,1.264,0.033,-0.033,0.0,1.204,0.025,-0.025,0.0,0.14,0.013,-0.013,0.0,[Fe/H],4.3,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h30m02.47s,337.5102738,-75d38m47.62s,-75.6465606,129.804,0.56,-0.555,9.511,0.003,-0.003,8.246,0.025,-0.025,9.39972,0.000309,-0.000309,2023-08-10,2023-07,2023-08-10
TOI-1052 c,TOI-1052,1,1,2,Radial Velocity,2023,Multiple Observatories,Published Confirmed,0,<a refstr=ARMSTRONG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.2090A/abstract target=ref>Armstrong et al. 2023</a>,35.806,0.453,-0.381,0.0,0.2263,0.0024,-0.0023,0.0,,,,,,,,,34.3,4.1,-3.7,0.0,0.10791987,0.01290004,-0.0116415,0.0,Msini,0.237,0.09,-0.082,0.0,39.7,2.3,-2.2,0.0,719.0,,,0.0,0.0,<a refstr=ARMSTRONG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.2090A/abstract target=ref>Armstrong et al. 2023</a>,,6146.0,62.0,-62.0,0.0,1.264,0.033,-0.033,0.0,1.204,0.025,-0.025,0.0,0.14,0.013,-0.013,0.0,[Fe/H],4.3,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h30m02.47s,337.5102738,-75d38m47.62s,-75.6465606,129.804,0.56,-0.555,9.511,0.003,-0.003,8.246,0.025,-0.025,9.39972,0.000309,-0.000309,2023-08-07,2023-07,2023-08-07
TOI-1062 b,TOI-1062,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=OTEGI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.105O/abstract target=ref>Otegi et al. 2021</a>,4.11296,0.0015,-0.0015,0.0,0.052,0.024,-0.025,0.0,2.265,0.096,-0.091,0.0,0.20207011,0.00856456,-0.00811849,0.0,10.15,0.81,-0.84,0.0,0.03193547,0.00254855,-0.00264294,0.0,Mass,0.177,0.067,-0.064,0.0,232.0,11.0,-10.0,0.0,1077.0,10.0,-9.0,0.0,0.0,<a refstr=OTEGI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.105O/abstract target=ref>Otegi et al. 2021</a>,G9 V,5328.0,56.0,-56.0,0.0,0.84,0.09,-0.09,0.0,0.94,0.02,-0.02,0.0,0.14,0.04,-0.04,0.0,[Fe/H],4.55,0.09,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h32m29.03s,38.1209678,-78d01m25.26s,-78.0236828,82.1733,0.1635,-0.1629,10.249,0.005,-0.005,8.296,0.031,-0.031,10.0008,0.000374,-0.000374,2021-08-03,2021-09,2021-08-03
TOI-1062 c,TOI-1062,1,1,2,Radial Velocity,2021,La Silla Observatory,Published Confirmed,0,<a refstr=OTEGI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.105O/abstract target=ref>Otegi et al. 2021</a>,7.972,0.018,-0.024,0.0,0.08,0.013,-0.012,0.0,,,,,,,,,9.78,1.26,-1.18,0.0,0.03077132,0.0039644,-0.0037127,0.0,Msini,0.14,0.073,-0.069,0.0,95.0,5.0,-4.0,0.0,859.0,9.0,-8.0,0.0,0.0,<a refstr=OTEGI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.105O/abstract target=ref>Otegi et al. 2021</a>,G9 V,5328.0,56.0,-56.0,0.0,0.84,0.09,-0.09,0.0,0.94,0.02,-0.02,0.0,0.14,0.04,-0.04,0.0,[Fe/H],4.55,0.09,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h32m29.03s,38.1209678,-78d01m25.26s,-78.0236828,82.1733,0.1635,-0.1629,10.249,0.005,-0.005,8.296,0.031,-0.031,10.0008,0.000374,-0.000374,2021-08-03,2021-09,2021-08-03
TOI-1064 b,TOI-1064,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WILSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp..107W/abstract target=ref>Wilson et al. 2022</a>,6.443868,2.5e-05,-2.5e-05,0.0,0.06152,0.00086,-0.00089,0.0,2.587,0.043,-0.042,0.0,0.23079708,0.00383621,-0.003747,0.0,13.5,1.7,-1.8,0.0,0.04247575,0.0053488,-0.00566343,0.0,Mass,0.047,0.038,-0.03,0.0,62.9,4.2,-4.0,0.0,784.0,13.0,-13.0,0.0,0.0,<a refstr=WILSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp..107W/abstract target=ref>Wilson et al. 2022</a>,,4734.0,67.0,-67.0,0.0,0.726,0.007,-0.007,0.0,0.748,0.032,-0.032,0.0,0.05,0.08,-0.08,0.0,[Fe/H],4.6,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m00.94s,296.0039349,-47d33m43.31s,-47.5620305,68.0726,0.3639,-0.3601,10.938,0.046,-0.046,8.467,0.034,-0.034,10.6491,0.001334,-0.001334,2022-01-31,2022-01,2022-01-31
TOI-1064 c,TOI-1064,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WILSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp..107W/abstract target=ref>Wilson et al. 2022</a>,12.226574,4.6e-05,-4.3e-05,0.0,0.09429,0.00132,-0.00136,0.0,2.651,0.043,-0.042,0.0,0.23650679,0.00383621,-0.003747,0.0,2.5,1.8,-2.0,0.0,0.00786588,0.00566343,-0.0062927,0.0,Mass,0.088,0.081,-0.064,0.0,26.8,1.8,-1.7,0.0,634.0,10.0,-10.0,0.0,0.0,<a refstr=WILSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp..107W/abstract target=ref>Wilson et al. 2022</a>,,4734.0,67.0,-67.0,0.0,0.726,0.007,-0.007,0.0,0.748,0.032,-0.032,0.0,0.05,0.08,-0.08,0.0,[Fe/H],4.6,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m00.94s,296.0039349,-47d33m43.31s,-47.5620305,68.0726,0.3639,-0.3601,10.938,0.046,-0.046,8.467,0.034,-0.034,10.6491,0.001334,-0.001334,2022-01-31,2022-01,2022-01-31
TOI-1107 b,TOI-1107,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PSARIDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220510854P/abstract target=ref>Psaridi et al. 2022</a>,4.0782387,2.4e-06,-2.5e-06,0.0,0.0561,0.0024,-0.0025,0.0,14.57167491,0.56044903,-0.56044903,0.0,1.3,0.05,-0.05,0.0,1064.72516345,57.20911326,-57.20911326,0.0,3.35,0.18,-0.18,0.0,Mass,0.025,0.023,-0.016,0.0,532.0,92.0,-93.0,0.0,1728.0,27.0,-27.0,0.0,0.0,<a refstr=PSARIDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220510854P/abstract target=ref>Psaridi et al. 2022</a>,F6 V,6311.0,98.0,-98.0,0.0,1.81,0.06,-0.06,0.0,1.35,0.08,-0.08,0.0,-0.1,0.09,-0.09,0.0,[Fe/H],4.05,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h22m25.89s,155.6078632,-82d13m07.93s,-82.2188693,281.314,2.031,-2.003,10.553,0.006,-0.006,9.205,0.019,-0.019,10.3745,0.000367,-0.000367,2022-06-08,2022-05,2022-06-08
TOI-1130 b,TOI-1130,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,4.074554,1e-06,-0.000441,0.0,0.0453,0.0001,-0.0002,0.0,3.66,0.03,-0.04,0.0,0.32652389,0.00267643,-0.00356857,0.0,19.8,0.2,-0.3,0.0,0.06229777,0.00062927,-0.00094391,0.0,Mass,0.052162,0.000956,-2e-06,0.0,,,,,825.0,23.0,-23.0,0.0,1.0,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,,4360.0,108.0,-108.0,0.0,0.697,0.005,-0.004,0.0,0.745,0.007,-0.009,0.0,0.11,0.1,-0.1,0.0,[Fe/H],4.55,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m30.24s,286.3760037,-41d26m15.50s,-41.4376399,58.2609,0.17,-0.1691,11.595,0.026,-0.026,8.351,0.033,-0.033,10.9028,0.000774,-0.000774,2024-08-30,2024-07,2024-08-30
TOI-1130 c,TOI-1130,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,8.3501898,9.38e-05,-1e-06,0.0,0.0731,0.0002,-0.0003,0.0,13.0,0.4,-0.4,0.0,1.15978431,0.03568567,-0.03568567,0.0,336.0,2.0,-5.0,0.0,1.05717423,0.0062927,-0.01573176,0.0,Mass,0.0398,0.0009,-0.0002,0.0,,,,,650.0,18.0,-18.0,0.0,1.0,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,,4360.0,108.0,-108.0,0.0,0.697,0.005,-0.004,0.0,0.745,0.007,-0.009,0.0,0.11,0.1,-0.1,0.0,[Fe/H],4.55,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m30.24s,286.3760037,-41d26m15.50s,-41.4376399,58.2609,0.17,-0.1691,11.595,0.026,-0.026,8.351,0.033,-0.033,10.9028,0.000774,-0.000774,2024-08-30,2024-07,2024-08-30
